regime,sigma.sq
soft,0.000370057
soft,0.000317948
soft,0.000320477
soft,0.00032012
soft,0.000397223
soft,0.000364348
soft,0.000346664
soft,0.000326354
soft,0.000361233
soft,0.000326988
soft,0.000370307
soft,0.000320611
soft,0.000324855
soft,0.000327267
soft,0.000321188
soft,0.000389623
soft,0.000387045
soft,0.000317046
soft,0.000370517
soft,0.000341769
soft,0.000318782
soft,0.000391045
soft,0.000368822
soft,0.000366115
soft,0.000377694
soft,0.000420438
soft,0.000357202
soft,0.000404473
soft,0.00036569
soft,0.000358809
soft,0.000377763
soft,0.00036132
soft,0.000322849
soft,0.000396405
soft,0.000372743
soft,0.000319709
soft,0.00036312
soft,0.000360445
soft,0.000349778
soft,0.000321968
soft,0.00038053
soft,0.000359094
soft,0.000325155
soft,0.000358095
soft,0.000460807
soft,0.000317456
soft,0.000366631
soft,0.000374631
soft,0.000334188
soft,0.000382517
soft,0.000368222
soft,0.000322846
soft,0.000358732
soft,0.000391089
soft,0.000362643
soft,0.000347235
soft,0.000351189
soft,0.000381861
soft,0.000324258
soft,0.000319706
soft,0.000324643
soft,0.000375739
soft,0.000371079
soft,0.000395558
soft,0.000317923
soft,0.000360085
soft,0.000427813
soft,0.000333316
soft,0.000379552
soft,0.000375004
soft,0.000355568
soft,0.000354136
soft,0.000323433
soft,0.000359705
soft,0.000349035
soft,0.000380277
soft,0.000319217
soft,0.000389585
soft,0.000320388
soft,0.000377329
soft,0.000354946
soft,0.000356949
soft,0.000324717
soft,0.000362269
soft,0.000377038
soft,0.000319976
soft,0.000374806
soft,0.000364441
soft,0.000401641
soft,0.000327709
soft,0.000362737
soft,0.000373181
soft,0.00037286
soft,0.000322651
soft,0.000393036
soft,0.000365077
soft,0.000346401
soft,0.000419227
soft,0.0003427
soft,0.0003658
soft,0.000371498
soft,0.00038246
soft,0.000385937
soft,0.000342171
soft,0.000362315
soft,0.000322599
soft,0.000373418
soft,0.000407544
soft,0.000363029
soft,0.000359181
soft,0.000367816
soft,0.000365332
soft,0.000332237
soft,0.000368852
soft,0.000361222
soft,0.000423685
soft,0.000323509
soft,0.000405538
soft,0.000381002
soft,0.00032928
soft,0.000356459
soft,0.000411701
soft,0.000335095
soft,0.000363063
soft,0.000337152
soft,0.000425857
soft,0.000320724
soft,0.000327924
soft,0.000358477
soft,0.000358015
soft,0.000555087
soft,0.000322136
soft,0.000338147
soft,0.000372877
soft,0.000352665
soft,0.000376531
soft,0.000383025
soft,0.000384274
soft,0.000327034
soft,0.000378751
soft,0.000338932
soft,0.000356702
soft,0.000320514
soft,0.000323181
soft,0.000378415
soft,0.000386155
soft,0.000338696
soft,0.000362803
soft,0.000374827
soft,0.0003703
soft,0.000328114
soft,0.00035766
soft,0.000323847
soft,0.000321076
soft,0.000358746
soft,0.000349515
soft,0.000345903
soft,0.000415786
soft,0.000320885
soft,0.000373704
soft,0.000379831
soft,0.000365649
soft,0.000318718
soft,0.00034988
soft,0.000385593
soft,0.000318419
soft,0.00032211
soft,0.000341741
soft,0.000374158
soft,0.000369395
soft,0.000319714
soft,0.000436217
soft,0.00036427
soft,0.000367762
soft,0.000355274
soft,0.000377856
soft,0.000342062
soft,0.000325305
soft,0.000411938
soft,0.000378476
soft,0.000320286
soft,0.000390283
soft,0.000367071
soft,0.000325154
soft,0.000368304
soft,0.000388087
soft,0.000375455
soft,0.000320602
soft,0.000336489
soft,0.000404703
soft,0.000390018
soft,0.000377217
soft,0.000383097
soft,0.000322138
soft,0.000323727
soft,0.000370703
soft,0.000419238
soft,0.000349668
soft,0.000393778
soft,0.00035992
soft,0.000357622
soft,0.000321686
soft,0.000374725
soft,0.000366849
soft,0.000369959
soft,0.000345902
soft,0.000372192
soft,0.000327994
soft,0.000424035
soft,0.000341197
