regime,theta,se
soft,0.037569641,0.008654489
soft,0.03755723,0.008662797
soft,0.037554318,0.008667342
soft,0.03755619,0.008665622
soft,0.03756472,0.008658167
soft,0.037556245,0.008665535
soft,0.037555782,0.008664628
soft,0.037555191,0.008664868
soft,0.03755501,0.008666021
soft,0.037556105,0.00866482
soft,0.037553898,0.008666995
soft,0.037586337,0.008636104
soft,0.037565182,0.008656326
soft,0.037545674,0.008672081
soft,0.037556324,0.00866423
soft,0.037557924,0.008663313
soft,0.037557966,0.008663302
soft,0.037554089,0.008667235
soft,0.037559258,0.008661655
soft,0.037555857,0.008665307
soft,0.037546511,0.008673602
soft,0.037547425,0.00867136
soft,0.037557966,0.008663302
soft,0.037565092,0.008657467
soft,0.037566048,0.008656421
soft,0.03752832,0.008688125
soft,0.037553898,0.008666995
soft,0.037569571,0.008653727
soft,0.037563994,0.00865807
soft,0.037568208,0.008656176
soft,0.037547274,0.008671263
soft,0.037568358,0.008655797
soft,0.03756406,0.008658625
