regime,theta,se
soft,-0.310615495,0.014969714
soft,-0.309597532,0.014297719
soft,-0.313794819,0.015106688
soft,-0.307454898,0.014303361
soft,-0.311337039,0.014694016
soft,-0.313430521,0.01459286
soft,-0.309151345,0.014540635
soft,-0.308835437,0.013781718
soft,-0.321590616,0.017600184
soft,-0.314694997,0.015243656
soft,-0.310672412,0.014753165
soft,-0.305884225,0.014934206
soft,-0.314801738,0.014532626
soft,-0.308219186,0.014809204
soft,-0.300700522,0.014935519
soft,-0.313268734,0.015276292
soft,-0.313846481,0.014975044
soft,-0.309200524,0.015167454
soft,-0.312649416,0.014454921
soft,-0.306967676,0.01391687
soft,-0.31032467,0.014876211
soft,-0.314225081,0.015125688
soft,-0.308622786,0.0150922
soft,-0.310393555,0.014648864
soft,-0.308394995,0.015004222
soft,-0.309967293,0.013978675
soft,-0.309760576,0.014237763
soft,-0.306556253,0.01483567
soft,-0.31355468,0.014807686
soft,-0.313092103,0.014668741
soft,-0.312023632,0.014455255
soft,-0.312359355,0.014786289
soft,-0.313154664,0.014826305
soft,-0.303077404,0.014343562
soft,-0.314838888,0.015064136
soft,-0.30886818,0.014990715
soft,-0.305774405,0.015183794
soft,-0.311854234,0.014454513
soft,-0.30777766,0.015107937
soft,-0.310714302,0.014623348
soft,-0.307444866,0.015160092
soft,-0.309941062,0.014405777
soft,-0.312855755,0.014506836
soft,-0.317079428,0.017547188
soft,-0.310932171,0.014313557
soft,-0.319166534,0.017812262
soft,-0.313165765,0.014806734
soft,-0.306689795,0.01514629
soft,-0.314166648,0.015189883
soft,-0.30734865,0.014969536
soft,-0.312118042,0.014598706
soft,-0.309910366,0.014440621
soft,-0.313673895,0.015070982
soft,-0.307616436,0.014779961
soft,-0.311004845,0.014791827
soft,-0.313414109,0.015254969
soft,-0.306340933,0.015381968
soft,-0.30982722,0.014446196
soft,-0.306673644,0.015264267
soft,-0.312267898,0.014629131
soft,-0.308477915,0.015071529
soft,-0.312141693,0.015026879
soft,-0.312619674,0.015099261
soft,-0.31394186,0.01510627
soft,-0.306833036,0.015321025
soft,-0.311419895,0.014653019
